vehicle_id,timestamp,vehicle_type,vehicle_age_years,engine_size_l,vehicle_weight_kg,fuel_type,latitude,longitude,speed_kmph,acceleration_mps2,rpm,gear,throttle_position_pct,brake_pressure_pct,engine_load_pct,road_slope_pct,road_type,traffic_level,ambient_temperature_c,distance_travelled_km,idle_duration_sec,fuel_level_l,fuel_rate_lph,fuel_consumption_l_100km,behavior_label
V012,2026-08-22T12:00:26,Light Commercial,9,2.8,4249.8,CNG,19.041639,72.887627,34.3,0.24,4000.0,1,69.6,0.0,83.6,1.91,Urban,Medium,29.3,0.222,0,49.38,16.24,47.36,excessive_revving
V012,2026-08-22T12:00:27,Light Commercial,9,2.8,4249.8,CNG,19.041724,72.887695,34.0,-0.07,4000.0,1,68.9,0.0,87.0,-0.9,Urban,Medium,29.3,0.231,0,49.38,16.12,47.36,excessive_revving
V012,2026-08-22T12:00:28,Light Commercial,9,2.8,4249.8,CNG,19.041808,72.887763,33.7,-0.09,4000.0,1,74.5,0.0,74.7,1.32,Urban,Medium,26.0,0.241,0,49.38,15.96,47.36,excessive_revving
V012,2026-08-22T12:00:29,Light Commercial,9,2.8,4249.8,CNG,19.041895,72.887832,34.7,0.26,4000.0,1,84.3,0.0,86.5,-1.17,Urban,Medium,29.9,0.25,0,49.37,16.41,47.36,excessive_revving
V012,2026-08-22T12:00:30,Light Commercial,9,2.8,4249.8,CNG,19.041982,72.887902,35.0,0.1,4000.0,2,80.1,0.0,78.8,-1.46,Urban,Medium,29.2,0.26,0,49.37,16.58,47.36,excessive_revving
V012,2026-08-22T12:00:31,Light Commercial,9,2.8,4249.8,CNG,19.042069,72.887972,34.9,-0.04,4000.0,1,88.4,0.0,71.7,-1.54,Urban,Medium,28.9,0.27,0,49.36,16.51,47.36,excessive_revving
V012,2026-08-22T12:00:32,Light Commercial,9,2.8,4249.8,CNG,19.042155,72.88804,34.1,-0.21,4000.0,1,83.2,0.0,77.1,-1.1,Urban,Medium,26.7,0.279,0,49.36,16.15,47.36,excessive_revving
V012,2026-08-22T12:00:33,Light Commercial,9,2.8,4249.8,CNG,19.04224,72.888108,34.3,0.05,4000.0,1,74.2,0.0,80.5,-0.43,Urban,Medium,27.1,0.289,0,49.35,16.23,47.36,excessive_revving
V012,2026-08-22T12:00:34,Light Commercial,9,2.8,4249.8,CNG,19.042323,72.888175,33.1,-0.32,4000.0,1,76.8,0.0,82.3,0.29,Urban,Medium,25.6,0.298,0,49.35,15.69,47.36,excessive_revving
V012,2026-08-22T12:00:35,Light Commercial,9,2.8,4249.8,CNG,19.042412,72.888246,35.7,0.71,4000.0,2,89.6,0.0,86.5,0.47,Urban,Medium,31.0,0.308,0,49.34,16.9,47.36,excessive_revving
V012,2026-08-22T12:00:36,Light Commercial,9,2.8,4249.8,CNG,19.042504,72.888319,36.6,0.24,4000.0,2,77.3,0.0,82.5,1.15,Urban,Medium,27.7,0.318,0,49.34,17.31,47.36,excessive_revving
V012,2026-08-22T12:00:37,Light Commercial,9,2.8,4249.8,CNG,19.042594,72.888391,36.1,-0.13,4000.0,2,76.1,0.0,89.9,1.05,Urban,Medium,27.2,0.328,0,49.33,17.1,47.36,excessive_revving
V012,2026-08-22T12:00:38,Light Commercial,9,2.8,4249.8,CNG,19.042685,72.888464,36.5,0.1,4000.0,2,77.4,0.0,87.2,-0.03,Urban,Medium,29.2,0.338,0,49.33,17.27,47.36,excessive_revving
V012,2026-08-22T12:00:39,Light Commercial,9,2.8,4249.8,CNG,19.04278,72.88854,38.1,0.45,4000.0,2,74.7,0.0,86.1,2.79,Urban,Medium,31.1,0.349,0,49.32,18.03,47.36,excessive_revving
V012,2026-08-22T12:00:40,Light Commercial,9,2.8,4249.8,CNG,19.042877,72.888618,38.6,0.14,4000.0,2,70.0,0.0,83.4,-1.54,Urban,Medium,28.2,0.36,0,49.32,18.28,47.36,excessive_revving
V012,2026-08-22T12:00:41,Light Commercial,9,2.8,4249.8,CNG,19.04297,72.888692,37.3,-0.36,4000.0,2,79.7,0.0,74.7,-0.01,Urban,Medium,30.8,0.37,0,49.31,17.66,47.36,excessive_revving
V012,2026-08-22T12:00:42,Light Commercial,9,2.8,4249.8,CNG,19.043065,72.888768,37.8,0.14,4000.0,2,65.8,0.0,85.7,-0.59,Urban,Medium,28.0,0.38,0,49.31,17.91,47.36,excessive_revving
V012,2026-08-22T12:00:43,Light Commercial,9,2.8,4249.8,CNG,19.043161,72.888845,38.5,0.19,4000.0,2,69.1,0.0,86.0,-0.8,Urban,Medium,28.6,0.391,0,49.3,18.23,47.36,excessive_revving
V012,2026-08-22T12:00:44,Light Commercial,9,2.8,4249.8,CNG,19.043258,72.888922,38.7,0.07,4000.0,2,78.7,0.0,82.3,-0.89,Urban,Medium,27.2,0.402,0,49.3,18.34,47.36,excessive_revving
V012,2026-08-22T12:00:45,Light Commercial,9,2.8,4249.8,CNG,19.04335,72.888996,36.9,-0.5,4000.0,2,84.5,0.0,85.0,-0.77,Urban,Medium,28.4,0.412,0,49.29,17.49,47.36,excessive_revving
V012,2026-08-22T12:00:46,Light Commercial,9,2.8,4249.8,CNG,19.043441,72.889069,36.4,-0.14,4000.0,2,80.8,0.0,79.1,-0.53,Urban,Medium,27.4,0.422,0,49.29,17.24,47.36,excessive_revving
V012,2026-08-22T12:00:47,Light Commercial,9,2.8,4249.8,CNG,19.04353,72.88914,35.8,-0.18,4000.0,2,79.9,0.0,72.7,1.87,Urban,Medium,30.4,0.432,0,49.28,16.94,47.36,excessive_revving
V012,2026-08-22T12:00:48,Light Commercial,9,2.8,4249.8,CNG,19.043616,72.889209,34.3,-0.42,4000.0,1,69.1,0.0,72.0,-1.45,Urban,Medium,26.9,0.442,0,49.28,16.23,47.36,excessive_revving
V012,2026-08-22T12:00:49,Light Commercial,9,2.8,4249.8,CNG,19.043701,72.889277,34.2,-0.02,4000.0,1,65.7,0.0,76.5,1.96,Urban,Medium,29.1,0.451,0,49.28,16.19,47.36,excessive_revving
V012,2026-08-22T12:00:50,Light Commercial,9,2.8,4249.8,CNG,19.043786,72.889345,34.0,-0.06,4000.0,1,67.3,0.0,89.5,-0.27,Urban,Medium,24.5,0.461,0,49.27,16.08,47.36,excessive_revving
V012,2026-08-22T12:00:51,Light Commercial,9,2.8,4249.8,CNG,19.043871,72.889413,34.0,0.01,4000.0,1,87.7,0.0,79.9,-0.9,Urban,Medium,28.1,0.47,0,49.27,16.1,47.36,excessive_revving
V012,2026-08-22T12:00:52,Light Commercial,9,2.8,4249.8,CNG,19.04396,72.889484,35.4,0.4,4000.0,2,70.5,0.0,80.2,0.19,Urban,Medium,28.2,0.48,0,49.26,16.79,47.36,excessive_revving
V012,2026-08-22T12:00:53,Light Commercial,9,2.8,4249.8,CNG,19.044049,72.889556,35.7,0.08,4000.0,2,77.6,0.0,87.8,2.64,Urban,Medium,26.3,0.49,0,49.26,16.93,47.36,excessive_revving
V012,2026-08-22T12:00:54,Light Commercial,9,2.8,4249.8,CNG,19.04414,72.889628,36.4,0.17,4000.0,2,89.5,0.0,72.2,0.64,Urban,Medium,28.2,0.5,0,49.25,17.23,47.36,excessive_revving
V012,2026-08-22T12:00:55,Light Commercial,9,2.8,4249.8,CNG,19.04423,72.8897,36.0,-0.11,4000.0,2,86.9,0.0,80.4,2.09,Urban,Medium,27.2,0.51,0,49.25,17.04,47.36,excessive_revving
V012,2026-08-22T12:00:56,Light Commercial,9,2.8,4249.8,CNG,19.044319,72.889771,35.5,-0.14,4000.0,2,73.3,0.0,73.6,-0.24,Urban,Medium,27.9,0.52,0,49.24,16.8,47.36,excessive_revving
V012,2026-08-22T12:00:57,Light Commercial,9,2.8,4249.8,CNG,19.044408,72.889842,35.5,0.01,4000.0,2,65.2,0.0,73.0,1.49,Urban,Medium,25.9,0.53,0,49.24,16.82,47.36,excessive_revving
V012,2026-08-22T12:00:58,Light Commercial,9,2.8,4249.8,CNG,19.044493,72.88991,34.0,-0.42,4000.0,1,74.6,0.0,88.5,2.71,Urban,Medium,27.1,0.539,0,49.23,16.11,47.36,excessive_revving
V012,2026-08-22T12:00:59,Light Commercial,9,2.8,4249.8,CNG,19.044576,72.889977,33.5,-0.14,4000.0,1,80.4,0.0,84.8,-0.8,Urban,Medium,27.0,0.548,0,49.23,15.87,47.36,excessive_revving
V012,2026-08-22T12:01:00,Light Commercial,9,2.8,4249.8,CNG,19.044665,72.890048,35.3,0.49,4000.0,2,65.6,0.0,70.3,0.02,Urban,Medium,27.9,0.558,0,49.23,16.7,47.36,excessive_revving
V012,2026-08-22T12:01:01,Light Commercial,9,2.8,4249.8,CNG,19.044746,72.890113,32.6,-0.75,4000.0,1,81.8,0.0,81.3,1.42,Urban,Medium,28.6,0.567,0,49.22,15.42,47.36,excessive_revving
V012,2026-08-22T12:01:02,Light Commercial,9,2.8,4249.8,CNG,19.044831,72.890181,34.1,0.44,4000.0,1,72.3,0.0,84.3,1.34,Urban,Medium,28.2,0.577,0,49.22,16.17,47.36,excessive_revving
V012,2026-08-22T12:01:03,Light Commercial,9,2.8,4249.8,CNG,19.044916,72.890249,34.0,-0.04,4000.0,1,85.2,0.0,82.8,-1.67,Urban,Medium,26.1,0.586,0,49.21,16.1,47.36,excessive_revving
V012,2026-08-22T12:01:04,Light Commercial,9,2.8,4249.8,CNG,19.045003,72.890319,34.8,0.23,4000.0,1,70.0,0.0,73.9,0.45,Urban,Medium,31.3,0.596,0,49.21,16.5,47.36,excessive_revving
V012,2026-08-22T12:01:05,Light Commercial,9,2.8,4249.8,CNG,19.045095,72.890392,36.5,0.46,4000.0,2,87.1,0.0,74.3,-1.34,Urban,Medium,28.0,0.606,0,49.2,17.29,47.36,excessive_revving
V012,2026-08-22T12:01:06,Light Commercial,9,2.8,4249.8,CNG,19.045182,72.890462,35.0,-0.41,4000.0,2,68.7,0.0,72.0,0.98,Urban,Medium,26.1,0.616,0,49.2,16.6,47.36,excessive_revving
V012,2026-08-22T12:01:07,Light Commercial,9,2.8,4249.8,CNG,19.04527,72.890532,35.2,0.04,4000.0,2,71.6,0.0,87.9,-0.97,Urban,Medium,26.0,0.626,0,49.19,16.66,47.36,excessive_revving
V012,2026-08-22T12:01:08,Light Commercial,9,2.8,4249.8,CNG,19.045357,72.890602,34.8,-0.1,4000.0,1,89.7,0.0,74.7,0.72,Urban,Medium,25.7,0.635,0,49.19,16.49,47.36,excessive_revving
V012,2026-08-22T12:01:09,Light Commercial,9,2.8,4249.8,CNG,19.045447,72.890674,35.9,0.3,4000.0,2,68.1,0.0,86.1,-0.46,Urban,Medium,28.5,0.645,0,49.18,17.0,47.36,excessive_revving
V012,2026-08-22T12:01:10,Light Commercial,9,2.8,4249.8,CNG,19.045538,72.890747,36.4,0.13,4000.0,2,77.8,0.0,85.3,1.26,Urban,Medium,28.0,0.655,0,49.18,17.23,47.36,excessive_revving
V012,2026-08-22T12:01:11,Light Commercial,9,2.8,4249.8,CNG,19.045627,72.890818,35.7,-0.18,4000.0,2,77.2,0.0,71.6,-0.34,Urban,Medium,29.8,0.665,0,49.17,16.92,47.36,excessive_revving
V012,2026-08-22T12:01:12,Light Commercial,9,2.8,4249.8,CNG,19.045717,72.890889,35.7,-0.0,4000.0,2,79.4,0.0,85.3,-0.56,Urban,Medium,28.2,0.675,0,49.17,16.91,47.36,excessive_revving
V012,2026-08-22T12:01:13,Light Commercial,9,2.8,4249.8,CNG,19.045806,72.890961,35.7,0.0,4000.0,2,78.9,0.0,75.9,1.0,Urban,Medium,28.5,0.685,0,49.17,16.91,47.36,excessive_revving
V012,2026-08-22T12:01:14,Light Commercial,9,2.8,4249.8,CNG,19.045895,72.891032,35.8,0.02,4000.0,2,82.8,0.0,71.4,1.17,Urban,Medium,28.3,0.695,0,49.16,16.95,47.36,excessive_revving
V012,2026-08-22T12:01:15,Light Commercial,9,2.8,4249.8,CNG,19.045987,72.891106,36.6,0.23,4000.0,2,74.4,0.0,71.0,-0.21,Urban,Medium,29.0,0.705,0,49.16,17.34,47.36,excessive_revving
V012,2026-08-22T12:01:16,Light Commercial,9,2.8,4249.8,CNG,19.046079,72.891179,36.9,0.07,4000.0,2,68.5,0.0,71.3,1.74,Urban,Medium,28.6,0.715,0,49.15,17.46,47.36,excessive_revving
V012,2026-08-22T12:01:17,Light Commercial,9,2.8,4249.8,CNG,19.04617,72.891252,36.3,-0.15,4000.0,2,78.6,0.0,74.8,0.41,Urban,Medium,29.1,0.725,0,49.15,17.19,47.36,excessive_revving
V012,2026-08-22T12:01:18,Light Commercial,9,2.8,4249.8,CNG,19.046259,72.891323,35.5,-0.21,4000.0,2,75.7,0.0,75.2,-0.79,Urban,Medium,27.6,0.735,0,49.14,16.83,47.36,excessive_revving
V012,2026-08-22T12:01:19,Light Commercial,9,2.8,4249.8,CNG,19.04635,72.891396,36.5,0.26,4000.0,2,66.4,0.0,79.3,0.74,Urban,Medium,27.3,0.745,0,49.14,17.27,47.36,excessive_revving
V012,2026-08-22T12:01:20,Light Commercial,9,2.8,4249.8,CNG,19.046446,72.891473,38.4,0.55,4000.0,2,83.8,0.0,88.7,-0.16,Urban,Medium,29.5,0.756,0,49.13,18.2,47.36,excessive_revving
V012,2026-08-22T12:01:21,Light Commercial,9,2.8,4249.8,CNG,19.046539,72.891547,37.3,-0.33,4000.0,2,66.8,0.0,87.6,-0.59,Urban,Medium,28.1,0.766,0,49.13,17.64,47.36,excessive_revving
V012,2026-08-22T12:01:22,Light Commercial,9,2.8,4249.8,CNG,19.046629,72.891619,36.1,-0.33,4000.0,2,77.6,0.0,84.5,1.47,Urban,Medium,27.5,0.776,0,49.12,17.08,47.36,excessive_revving
V012,2026-08-22T12:01:23,Light Commercial,9,2.8,4249.8,CNG,19.04672,72.891693,36.5,0.13,4000.0,2,68.0,0.0,78.9,-0.07,Urban,Medium,23.8,0.787,0,49.12,17.3,47.36,excessive_revving
V012,2026-08-22T12:01:24,Light Commercial,9,2.8,4249.8,CNG,19.046808,72.891762,34.9,-0.45,4000.0,1,65.9,0.0,71.3,-0.1,Urban,Medium,31.2,0.796,0,49.11,16.54,47.36,excessive_revving
V012,2026-08-22T12:01:25,Light Commercial,9,2.8,4249.8,CNG,19.046893,72.89183,33.9,-0.28,4000.0,1,84.2,0.0,89.6,0.14,Urban,Medium,27.8,0.806,0,49.11,16.07,47.36,excessive_revving
V012,2026-08-22T12:01:26,Light Commercial,9,2.8,4249.8,CNG,19.04698,72.8919,34.8,0.25,4000.0,1,67.4,0.0,78.2,1.0,Urban,Medium,28.1,0.815,0,49.1,16.49,47.36,excessive_revving
V012,2026-08-22T12:01:27,Light Commercial,9,2.8,4249.8,CNG,19.047065,72.891968,34.2,-0.19,4000.0,1,76.4,0.0,81.9,-0.78,Urban,Medium,26.0,0.825,0,49.1,16.17,47.36,excessive_revving
V012,2026-08-22T12:01:28,Light Commercial,9,2.8,4249.8,CNG,19.047153,72.892039,35.2,0.3,4000.0,2,81.7,0.0,78.0,-2.06,Urban,Medium,27.5,0.835,0,49.09,16.68,47.36,excessive_revving
V012,2026-08-22T12:01:29,Light Commercial,9,2.8,4249.8,CNG,19.04724,72.892108,34.7,-0.13,4000.0,1,78.4,0.0,89.5,-0.89,Urban,Medium,28.6,0.844,0,49.09,16.45,47.36,excessive_revving
V012,2026-08-22T12:01:30,Light Commercial,9,2.8,4249.8,CNG,19.047327,72.892177,34.7,-0.01,4000.0,1,84.0,0.0,81.4,-0.68,Urban,Medium,30.3,0.854,0,49.09,16.43,47.36,excessive_revving
V012,2026-08-22T12:01:31,Light Commercial,9,2.8,4249.8,CNG,19.047417,72.892249,36.0,0.35,4000.0,2,72.3,0.0,88.6,-0.8,Urban,Medium,26.4,0.864,0,49.08,17.04,47.36,excessive_revving
V012,2026-08-22T12:01:32,Light Commercial,9,2.8,4249.8,CNG,19.04751,72.892324,37.4,0.4,4000.0,2,79.4,0.0,76.9,-0.11,Urban,Medium,28.2,0.874,0,49.08,17.72,47.36,excessive_revving
V012,2026-08-22T12:01:33,Light Commercial,9,2.8,4249.8,CNG,19.047602,72.892398,36.9,-0.13,4000.0,2,85.4,0.0,78.8,-0.35,Urban,Medium,30.0,0.885,0,49.07,17.5,47.36,excessive_revving
V012,2026-08-22T12:01:34,Light Commercial,9,2.8,4249.8,CNG,19.04769,72.892468,35.0,-0.53,4000.0,2,86.1,0.0,89.2,1.17,Urban,Medium,28.8,0.894,0,49.07,16.6,47.36,excessive_revving
V012,2026-08-22T12:01:35,Light Commercial,9,2.8,4249.8,CNG,19.04778,72.89254,36.1,0.29,4000.0,2,70.8,0.0,73.8,0.97,Urban,Medium,29.2,0.904,0,49.06,17.1,47.36,excessive_revving
V012,2026-08-22T12:01:36,Light Commercial,9,2.8,4249.8,CNG,19.047869,72.892611,35.5,-0.16,4000.0,2,83.0,0.0,82.4,0.54,Urban,Medium,29.1,0.914,0,49.06,16.83,47.36,excessive_revving
V012,2026-08-22T12:01:37,Light Commercial,9,2.8,4249.8,CNG,19.047955,72.89268,34.4,-0.32,4000.0,1,68.0,0.0,77.9,-0.58,Urban,Medium,29.5,0.924,0,49.05,16.28,47.36,excessive_revving
V012,2026-08-22T12:01:38,Light Commercial,9,2.8,4249.8,CNG,19.048042,72.89275,34.7,0.08,4000.0,1,72.4,0.0,82.8,-0.86,Urban,Medium,28.8,0.933,0,49.05,16.42,47.36,excessive_revving
V012,2026-08-22T12:01:39,Light Commercial,9,2.8,4249.8,CNG,19.048122,72.892814,32.0,-0.74,4000.0,1,85.7,0.0,76.2,-0.72,Urban,Medium,25.9,0.942,0,49.04,15.16,47.36,excessive_revving
V012,2026-08-22T12:01:40,Light Commercial,9,2.8,4249.8,CNG,19.048202,72.892877,31.9,-0.03,4000.0,1,83.3,0.0,79.5,-0.17,Urban,Medium,28.8,0.951,0,49.04,15.12,47.36,excessive_revving
V012,2026-08-22T12:01:41,Light Commercial,9,2.8,4249.8,CNG,19.048282,72.892942,32.1,0.04,4000.0,1,82.1,0.0,82.7,-0.1,Urban,Medium,28.0,0.96,0,49.03,15.19,47.36,excessive_revving
V012,2026-08-22T12:01:42,Light Commercial,9,2.8,4249.8,CNG,19.048361,72.893005,31.7,-0.1,4000.0,1,84.7,0.0,82.0,-1.66,Urban,Medium,30.6,0.969,0,49.03,15.03,47.36,excessive_revving
V012,2026-08-22T12:01:43,Light Commercial,9,2.8,4249.8,CNG,19.048441,72.893069,31.8,0.02,4000.0,1,80.9,0.0,84.2,1.4,Urban,Medium,29.4,0.978,0,49.03,15.06,47.36,excessive_revving
V012,2026-08-22T12:01:44,Light Commercial,9,2.8,4249.8,CNG,19.048519,72.893131,31.3,-0.14,4000.0,1,70.4,0.0,80.1,-1.85,Urban,Medium,27.6,0.986,0,49.02,14.83,47.36,excessive_revving
V012,2026-08-22T12:01:45,Light Commercial,9,2.8,4249.8,CNG,19.048598,72.893194,31.5,0.06,4000.0,1,68.6,0.0,80.1,0.17,Urban,Medium,30.9,0.995,0,49.02,14.92,47.36,excessive_revving
V012,2026-08-22T12:01:46,Light Commercial,9,2.8,4249.8,CNG,19.048677,72.893258,31.9,0.11,4000.0,1,73.5,0.0,73.7,3.2,Urban,Medium,27.9,1.004,0,49.01,15.12,47.36,excessive_revving
V012,2026-08-22T12:01:47,Light Commercial,9,2.8,4249.8,CNG,19.048756,72.893321,31.3,-0.17,4000.0,1,77.1,0.0,76.8,-0.51,Urban,Medium,29.8,1.013,0,49.01,14.82,47.36,excessive_revving
V012,2026-08-22T12:01:48,Light Commercial,9,2.8,4249.8,CNG,19.048836,72.893385,31.9,0.18,4000.0,1,84.9,0.0,82.3,-0.77,Urban,Medium,28.2,1.022,0,49.01,15.12,47.36,excessive_revving
V012,2026-08-22T12:01:49,Light Commercial,9,2.8,4249.8,CNG,19.048916,72.893449,32.2,0.09,4000.0,1,88.0,0.0,76.6,-0.96,Urban,Medium,26.1,1.031,0,49.0,15.27,47.36,excessive_revving
V012,2026-08-22T12:01:50,Light Commercial,9,2.8,4249.8,CNG,19.049001,72.893517,34.1,0.51,4000.0,1,65.6,0.0,87.1,-1.58,Urban,Medium,27.4,1.04,0,49.0,16.14,47.36,excessive_revving
V012,2026-08-22T12:01:51,Light Commercial,9,2.8,4249.8,CNG,19.049084,72.893583,33.1,-0.26,4000.0,1,80.3,0.0,90.0,0.0,Urban,Medium,26.6,1.049,0,48.99,15.69,47.36,excessive_revving
V012,2026-08-22T12:01:52,Light Commercial,9,2.8,4249.8,CNG,19.049168,72.893651,33.6,0.13,4000.0,1,75.0,0.0,77.4,-0.8,Urban,Medium,26.8,1.059,0,48.99,15.91,47.36,excessive_revving
V012,2026-08-22T12:01:53,Light Commercial,9,2.8,4249.8,CNG,19.049249,72.893715,32.2,-0.39,4000.0,1,73.1,0.0,73.7,-2.34,Urban,Medium,29.3,1.068,0,48.98,15.25,47.36,excessive_revving
V012,2026-08-22T12:01:54,Light Commercial,9,2.8,4249.8,CNG,19.049326,72.893777,31.0,-0.32,4000.0,1,69.0,0.0,76.1,0.16,Urban,Medium,29.7,1.076,0,48.98,14.7,47.36,excessive_revving
V012,2026-08-22T12:01:55,Light Commercial,9,2.8,4249.8,CNG,19.049404,72.893839,31.0,-0.01,4000.0,1,72.9,0.0,82.3,1.52,Urban,Medium,28.5,1.085,0,48.98,14.69,47.36,excessive_revving
V012,2026-08-22T12:01:56,Light Commercial,9,2.8,4249.8,CNG,19.04948,72.8939,30.6,-0.11,4000.0,1,79.1,0.0,75.6,0.51,Urban,Medium,28.1,1.093,0,48.97,14.49,47.36,excessive_revving
V012,2026-08-22T12:01:57,Light Commercial,9,2.8,4249.8,CNG,19.049556,72.893961,30.3,-0.09,4000.0,1,84.7,0.0,84.5,-0.95,Urban,Medium,28.5,1.102,0,48.97,14.33,47.36,excessive_revving
V012,2026-08-22T12:01:58,Light Commercial,9,2.8,4249.8,CNG,19.049626,72.894017,27.9,-0.64,4000.0,1,73.6,0.0,79.7,-0.82,Urban,Medium,28.1,1.109,0,48.96,13.23,47.36,excessive_revving
V012,2026-08-22T12:01:59,Light Commercial,9,2.8,4249.8,CNG,19.049697,72.894074,28.6,0.19,4000.0,1,83.9,0.0,89.1,-1.26,Urban,Medium,25.6,1.117,0,48.96,13.55,47.36,excessive_revving
V012,2026-08-22T14:00:00,Light Commercial,9,2.8,6129.5,CNG,19.111827,72.875668,57.7,3.58,4000.0,3,99.4,0.0,97.2,-1.53,Rural,Low,29.4,0.016,0,49.9,20.5,35.55,harsh_acceleration
V012,2026-08-22T14:00:01,Light Commercial,9,2.8,6129.5,CNG,19.112003,72.875808,70.4,3.53,4000.0,4,90.2,0.0,98.8,-1.02,Rural,Low,28.7,0.036,0,49.89,24.92,35.41,harsh_acceleration
V012,2026-08-22T14:00:02,Light Commercial,9,2.8,6129.5,CNG,19.112203,72.875968,79.8,2.62,4000.0,4,94.4,0.0,91.3,2.18,Rural,Low,26.7,0.058,0,49.88,29.06,36.42,harsh_acceleration
V012,2026-08-22T14:00:03,Light Commercial,9,2.8,6129.5,CNG,19.112439,72.876157,94.4,4.05,4000.0,5,90.1,0.0,93.6,1.04,Rural,Low,31.1,0.084,0,49.87,37.59,39.83,harsh_acceleration
V012,2026-08-22T14:00:04,Light Commercial,9,2.8,6129.5,CNG,19.112701,72.876367,105.0,3.7,4000.0,5,94.6,0.0,94.8,1.28,Rural,Low,28.8,0.113,0,49.86,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:05,Light Commercial,9,2.8,6129.5,CNG,19.112964,72.876577,105.0,4.09,4000.0,5,91.9,0.0,98.3,-2.55,Rural,Low,28.8,0.142,0,49.85,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:06,Light Commercial,9,2.8,6129.5,CNG,19.113226,72.876787,105.0,3.48,4000.0,5,86.6,0.0,99.9,-1.08,Rural,Low,27.8,0.171,0,49.84,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:07,Light Commercial,9,2.8,6129.5,CNG,19.113489,72.876997,105.0,2.9,4000.0,5,89.2,0.0,91.2,1.01,Rural,Low,29.2,0.201,0,49.82,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:08,Light Commercial,9,2.8,6129.5,CNG,19.113751,72.877207,105.0,3.14,4000.0,5,87.7,0.0,88.2,-0.1,Rural,Low,29.7,0.23,0,49.81,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:09,Light Commercial,9,2.8,6129.5,CNG,19.114014,72.877417,105.0,3.62,4000.0,5,86.7,0.0,98.3,-0.34,Rural,Low,26.5,0.259,0,49.8,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:10,Light Commercial,9,2.8,6129.5,CNG,19.114276,72.877627,105.0,2.87,4000.0,5,89.1,0.0,93.0,-0.13,Rural,Low,25.7,0.288,0,49.78,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:11,Light Commercial,9,2.8,6129.5,CNG,19.114539,72.877837,105.0,3.88,4000.0,5,96.0,0.0,89.5,-1.39,Rural,Low,27.9,0.317,0,49.77,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:12,Light Commercial,9,2.8,6129.5,CNG,19.114801,72.878047,105.0,2.7,4000.0,5,95.5,0.0,95.8,1.48,Rural,Low,28.1,0.346,0,49.76,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:13,Light Commercial,9,2.8,6129.5,CNG,19.115064,72.878257,105.0,2.78,4000.0,5,87.6,0.0,95.4,-0.82,Rural,Low,29.6,0.376,0,49.75,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:14,Light Commercial,9,2.8,6129.5,CNG,19.115326,72.878467,105.0,3.33,4000.0,5,90.7,0.0,92.2,-0.27,Rural,Low,29.8,0.405,0,49.73,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:15,Light Commercial,9,2.8,6129.5,CNG,19.115589,72.878677,105.0,4.16,4000.0,5,85.9,0.0,89.8,1.06,Rural,Low,30.2,0.434,0,49.72,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:16,Light Commercial,9,2.8,6129.5,CNG,19.115851,72.878887,105.0,2.74,4000.0,5,86.5,0.0,97.4,0.37,Rural,Low,25.4,0.463,0,49.71,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:17,Light Commercial,9,2.8,6129.5,CNG,19.116114,72.879097,105.0,3.95,4000.0,5,90.8,0.0,95.4,0.6,Rural,Low,27.9,0.492,0,49.7,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:18,Light Commercial,9,2.8,6129.5,CNG,19.116376,72.879307,105.0,3.05,4000.0,5,95.7,0.0,90.0,-1.55,Rural,Low,26.0,0.521,0,49.68,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:19,Light Commercial,9,2.8,6129.5,CNG,19.116639,72.879517,105.0,2.69,4000.0,5,86.1,0.0,94.7,-0.97,Rural,Low,29.3,0.551,0,49.67,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:20,Light Commercial,9,2.8,6129.5,CNG,19.116901,72.879727,105.0,3.05,4000.0,5,95.0,0.0,92.3,-0.32,Rural,Low,28.9,0.58,0,49.66,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:21,Light Commercial,9,2.8,6129.5,CNG,19.117164,72.879937,105.0,2.83,4000.0,5,88.5,0.0,94.5,-2.05,Rural,Low,27.9,0.609,0,49.64,45.91,43.72,harsh_acceleration
V012,2026-08-22T14:00:22,Light Commercial,9,2.8,6129.5,CNG,19.117426,72.880147,105.0,3.55,4000.0,5,97.8,0.0,91.2,0.86,Rural,Low,28.8,0.638,0,49.63,45.91,43.72,harsh_acceleration
